iter	Passed	Remaining
1676	11912	2195
1677	11920	2187
1678	11926	2180
1679	11932	2173
1680	11938	2166
1681	11944	2158
1682	11951	2151
1683	11957	2144
1684	11963	2137
1685	11970	2129
1686	11977	2122
1687	11983	2115
1688	11990	2108
1689	11997	2101
1690	12004	2094
1691	12010	2087
1692	12017	2079
1693	12024	2072
1694	12032	2065
1695	12038	2058
1696	12045	2051
1697	12052	2044
1698	12058	2037
1699	12065	2029
1700	12071	2022
1701	12077	2015
1702	12084	2008
1703	12091	2001
1704	12098	1993
1705	12104	1986
1706	12111	1979
1707	12117	1972
1708	12125	1965
1709	12132	1958
1710	12138	1950
1711	12144	1943
1712	12152	1936
1713	12159	1929
1714	12165	1922
1715	12171	1915
1716	12178	1908
1717	12186	1901
1718	12192	1893
1719	12199	1886
1720	12206	1879
1721	12213	1872
1722	12220	1865
1723	12228	1858
1724	12236	1851
1725	12243	1844
1726	12250	1837
1727	12257	1830
1728	12263	1822
1729	12270	1815
1730	12276	1808
1731	12283	1801
1732	12290	1794
1733	12297	1787
1734	12305	1780
1735	12312	1773
1736	12318	1765
1737	12325	1758
1738	12333	1751
1739	12339	1744
1740	12345	1737
1741	12352	1730
1742	12359	1723
1743	12366	1715
1744	12373	1708
1745	12379	1701
1746	12386	1694
1747	12393	1687
1748	12400	1680
1749	12407	1673
1750	12415	1666
1751	12423	1659
1752	12429	1652
1753	12435	1644
1754	12441	1637
1755	12447	1630
1756	12454	1623
1757	12461	1616
1758	12468	1609
1759	12475	1601
1760	12481	1594
1761	12490	1587
1762	12497	1580
1763	12503	1573
1764	12509	1566
1765	12516	1559
1766	12524	1552
1767	12531	1545
1768	12537	1537
1769	12544	1530
1770	12551	1523
1771	12558	1516
1772	12567	1509
1773	12573	1502
1774	12579	1495
1775	12586	1488
1776	12592	1481
1777	12598	1473
1778	12605	1466
1779	12612	1459
1780	12618	1452
1781	12625	1445
1782	12633	1438
1783	12641	1431
1784	12648	1424
1785	12654	1417
1786	12660	1409
1787	12667	1402
1788	12674	1395
1789	12681	1388
1790	12688	1381
1791	12694	1374
1792	12701	1367
1793	12708	1360
1794	12714	1352
1795	12721	1345
1796	12728	1338
1797	12735	1331
1798	12742	1324
1799	12749	1317
1800	12756	1310
1801	12763	1303
1802	12770	1296
1803	12776	1288
1804	12783	1281
1805	12789	1274
1806	12797	1267
1807	12804	1260
1808	12811	1253
1809	12818	1246
1810	12825	1239
1811	12832	1232
1812	12838	1225
1813	12844	1217
1814	12851	1210
1815	12857	1203
1816	12861	1196
1817	12869	1189
1818	12876	1182
1819	12883	1175
1820	12890	1168
1821	12897	1160
1822	12903	1153
1823	12911	1146
1824	12918	1139
1825	12925	1132
1826	12931	1125
1827	12938	1118
1828	12945	1111
1829	12952	1104
1830	12958	1096
1831	12963	1089
1832	12971	1082
1833	12978	1075
1834	12986	1068
1835	12994	1061
1836	13001	1054
1837	13008	1047
1838	13015	1040
1839	13021	1033
1840	13028	1026
1841	13034	1019
1842	13042	1011
1843	13049	1004
1844	13056	997
1845	13063	990
1846	13070	983
1847	13076	976
1848	13083	969
1849	13089	962
1850	13096	955
1851	13102	948
1852	13109	940
1853	13116	933
1854	13122	926
1855	13130	919
1856	13137	912
1857	13143	905
1858	13149	898
1859	13156	891
1860	13163	884
1861	13169	877
1862	13175	869
1863	13182	862
1864	13190	855
1865	13196	848
1866	13203	841
1867	13211	834
1868	13217	827
1869	13225	820
1870	13233	813
1871	13239	806
1872	13246	799
1873	13253	792
1874	13260	785
1875	13267	777
1876	13273	770
1877	13279	763
1878	13285	756
1879	13292	749
1880	13298	742
1881	13305	735
1882	13313	728
1883	13320	721
1884	13327	714
1885	13335	707
1886	13342	700
1887	13350	692
1888	13356	685
1889	13363	678
1890	13393	672
1891	13408	666
1892	13418	659
1893	13427	652
1894	13434	645
1895	13440	637
1896	13447	630
1897	13454	623
1898	13461	616
1899	13469	609
1900	13476	602
1901	13484	595
1902	13490	588
1903	13499	581
1904	13506	574
1905	13514	567
1906	13521	560
1907	13528	553
1908	13535	545
1909	13542	538
1910	13550	531
1911	13556	524
1912	13563	517
1913	13571	510
1914	13578	503
1915	13585	496
1916	13592	489
1917	13599	482
1918	13606	475
1919	13613	467
1920	13621	460
1921	13629	453
1922	13636	446
1923	13643	439
1924	13650	432
1925	13657	425
1926	13664	418
1927	13672	411
1928	13679	404
1929	13686	397
1930	13694	390
1931	13701	382
1932	13709	375
1933	13716	368
1934	13723	361
1935	13730	354
1936	13738	347
1937	13744	340
1938	13751	333
1939	13756	326
1940	13762	319
1941	13770	311
1942	13776	304
1943	13782	297
1944	13788	290
1945	13795	283
1946	13802	276
1947	13809	269
1948	13814	262
1949	13820	255
1950	13828	248
1951	13835	240
1952	13841	233
1953	13848	226
1954	13854	219
1955	13860	212
1956	13867	205
1957	13873	198
1958	13879	191
1959	13885	184
1960	13892	177
1961	13899	170
1962	13906	162
1963	13914	155
1964	13920	148
1965	13926	141
1966	13933	134
1967	13941	127
1968	13947	120
1969	13953	113
1970	13961	106
1971	13966	99
1972	13973	92
1973	13979	84
1974	13987	77
1975	13994	70
1976	14002	63
1977	14009	56
1978	14015	49
1979	14021	42
1980	14028	35
1981	14035	28
1982	14041	21
1983	14048	14
1984	14054	7
1985	14062	0
