iter	Logloss
1504	0.04397790315
1505	0.04390904327
1506	0.04386508967
1507	0.04383534263
1508	0.04375498761
1509	0.0437289251
1510	0.04363951593
1511	0.04358046238
1512	0.04356048067
1513	0.04355105563
1514	0.04350824263
1515	0.04344043516
1516	0.04337685185
1517	0.04336428686
1518	0.04334814818
1519	0.04332284875
1520	0.04328414046
1521	0.04326836882
1522	0.04320379743
1523	0.04320038678
1524	0.04316956203
1525	0.04314552214
1526	0.04309273323
1527	0.04301226279
1528	0.04296986444
1529	0.04294676338
1530	0.04293227868
1531	0.04291666333
1532	0.04290205598
1533	0.04286333104
1534	0.04278866388
1535	0.04274186637
1536	0.04269340339
1537	0.04266405417
1538	0.04265894171
1539	0.04261418942
1540	0.04252746715
1541	0.04247970671
1542	0.04245600643
1543	0.04243021596
1544	0.04240730243
1545	0.0423748544
1546	0.04236684072
1547	0.04233204811
1548	0.04232053046
1549	0.0422619307
1550	0.04226137719
1551	0.04223508846
1552	0.04217844276
1553	0.04215335398
1554	0.04211171677
1555	0.04208312698
1556	0.04206312897
1557	0.04203565352
1558	0.04202859034
1559	0.04202820166
1560	0.04202491955
1561	0.04196467622
1562	0.04195856977
1563	0.04191256582
1564	0.0418792303
1565	0.04184036232
1566	0.04181967513
1567	0.04173089474
1568	0.04169674615
1569	0.04168199166
1570	0.04165279768
1571	0.04163771978
1572	0.04159220025
1573	0.04155597519
1574	0.04152291743
1575	0.04148524824
1576	0.04146200845
1577	0.04144992802
1578	0.04142811663
1579	0.04130704375
1580	0.04119311594
1581	0.04115938533
1582	0.04110984396
1583	0.04105328741
1584	0.04103020007
1585	0.04100657209
1586	0.04098139339
1587	0.04093111683
1588	0.04088460444
1589	0.04086458404
1590	0.04081042915
1591	0.04073996343
1592	0.04067200351
1593	0.04066598979
1594	0.04062937599
1595	0.040551203
1596	0.04052137944
1597	0.04048747701
1598	0.04046674752
1599	0.04043312038
1600	0.04036199421
1601	0.04031678608
1602	0.04029454106
1603	0.04023288879
1604	0.04022381246
1605	0.04018789711
1606	0.04006817471
1607	0.04004413384
1608	0.04000999305
1609	0.03998081409
1610	0.03994591039
1611	0.03988813826
1612	0.03986591674
1613	0.03977629753
1614	0.03976383529
1615	0.03976181591
1616	0.0397357424
1617	0.0397157619
1618	0.03969158495
1619	0.03966997156
1620	0.03964099902
1621	0.03961769062
1622	0.03958340464
1623	0.03952998582
1624	0.03951287497
1625	0.03948112089
1626	0.03943419007
1627	0.03940064329
1628	0.03929704223
1629	0.03926346049
1630	0.03918888306
1631	0.03913923845
1632	0.03912802155
1633	0.03908565539
1634	0.03907417433
1635	0.03900569023
1636	0.03897922687
1637	0.03896785632
1638	0.0389380524
1639	0.03890308958
1640	0.03888101223
1641	0.03883630122
1642	0.03881123379
1643	0.0387969072
1644	0.03878900962
1645	0.03877351909
1646	0.03876021555
1647	0.03870799891
1648	0.03861727171
1649	0.03851903031
1650	0.03849643288
1651	0.03849253115
1652	0.0384134599
1653	0.03838785643
1654	0.03837568759
1655	0.03833049174
1656	0.03823038277
1657	0.03822054634
1658	0.03816134344
1659	0.03815841836
1660	0.03813981098
1661	0.03809694416
1662	0.03807217897
1663	0.03804421606
1664	0.03795538612
1665	0.03791570385
1666	0.03789807501
1667	0.03787808659
1668	0.03784335369
1669	0.03782153077
1670	0.03775773371
1671	0.03774321049
1672	0.03771567147
1673	0.03766398569
1674	0.03763165097
1675	0.03753626765
1676	0.03751113987
1677	0.03749793952
1678	0.037479389
1679	0.03745379169
1680	0.0374128585
1681	0.03737122323
1682	0.03734737754
1683	0.0372747206
1684	0.03721796522
1685	0.03721334153
1686	0.03718588845
1687	0.03715963163
1688	0.03708112275
1689	0.03698598257
1690	0.03696214644
1691	0.03694018973
1692	0.03691536803
1693	0.03689427305
1694	0.03689208359
1695	0.03688844699
1696	0.03686373247
1697	0.03682445627
1698	0.03677650631
1699	0.03675267351
1700	0.03673599037
1701	0.03667444226
1702	0.03662065354
1703	0.03654826188
1704	0.03654416835
1705	0.03653232719
1706	0.0364840243
1707	0.03644531441
1708	0.03640352902
1709	0.03637174147
1710	0.0363596856
1711	0.03630710825
1712	0.03628358426
1713	0.03625240507
1714	0.03622617927
1715	0.03620314127
1716	0.03618687234
1717	0.03616669639
1718	0.03616138552
1719	0.036125275
1720	0.03609115348
1721	0.03606572344
1722	0.03604358451
1723	0.03602132288
1724	0.03600226713
1725	0.03597294719
1726	0.03596791015
1727	0.03594612795
1728	0.03593671344
1729	0.03590829531
1730	0.0358697003
1731	0.03585892037
1732	0.0358385048
1733	0.03581704967
1734	0.0357346946
1735	0.03570933026
1736	0.03566535204
1737	0.03565429223
1738	0.03564054539
1739	0.0355848115
1740	0.03557651909
1741	0.03550211275
1742	0.0354616628
1743	0.03543769185
1744	0.0353925864
1745	0.03535714804
1746	0.03533938224
1747	0.03531566725
1748	0.0352873748
1749	0.03528483077
1750	0.03527928705
1751	0.03518536175
1752	0.03515459512
1753	0.03511519013
1754	0.03497279088
1755	0.03494328338
1756	0.03493545505
1757	0.03491374431
1758	0.03488979286
1759	0.03487485017
1760	0.03485855395
1761	0.03483973754
1762	0.03482768451
1763	0.03479201027
1764	0.03477449852
1765	0.03473287726
1766	0.03468317311
1767	0.03464262426
1768	0.03457327666
1769	0.03455838221
1770	0.03451207942
1771	0.03450390991
1772	0.03449773092
1773	0.03445439221
1774	0.03443238543
1775	0.03439507495
1776	0.03438034775
1777	0.03432081295
1778	0.03427217198
1779	0.0342666987
1780	0.03424038871
1781	0.03419365274
1782	0.03411722333
1783	0.03407312766
1784	0.03404055879
1785	0.03395571052
1786	0.0339381368
1787	0.03393260572
1788	0.03391000088
1789	0.03388544183
1790	0.03387303479
1791	0.03385894012
1792	0.03383341858
1793	0.03379435597
1794	0.03376071358
1795	0.03376033806
1796	0.03374009071
1797	0.03371236607
1798	0.0336905428
1799	0.03368021606
1800	0.03366254054
1801	0.03362979833
1802	0.03360125213
1803	0.03356220712
1804	0.03352286523
1805	0.03348659004
1806	0.0334593422
1807	0.03344146259
1808	0.03341420143
1809	0.03336458942
1810	0.03327574789
1811	0.03321979105
1812	0.03321550464
1813	0.03313685016
1814	0.03309275202
1815	0.03307036074
1816	0.03299641924
1817	0.03296657158
1818	0.03291081077
1819	0.03288310827
1820	0.03286406716
1821	0.03285184983
1822	0.03280067604
1823	0.03277281083
1824	0.0327497353
1825	0.03270165992
1826	0.0326391484
1827	0.03263607566
1828	0.03262347775
1829	0.03260137974
1830	0.03258966996
1831	0.03254300442
1832	0.03253228284
1833	0.03250019522
1834	0.03249262426
1835	0.03246184685
1836	0.03245897783
1837	0.03243994123
1838	0.03241801448
1839	0.03241257647
1840	0.03240111065
1841	0.03236821532
1842	0.03234603657
1843	0.0323257417
1844	0.03231271759
1845	0.03228718322
1846	0.03228040965
1847	0.03227551044
1848	0.03225509682
1849	0.03224090878
1850	0.03220328532
1851	0.03214585561
1852	0.0320978751
1853	0.03208030206
1854	0.03206315357
1855	0.03204434923
1856	0.03203983159
1857	0.03200479149
1858	0.03199301605
1859	0.03199009554
1860	0.03195695946
1861	0.03188170351
1862	0.03186920753
1863	0.03185209614
1864	0.03182110737
1865	0.03179760298
1866	0.03178790106
1867	0.03178266386
1868	0.03176633954
1869	0.03170886574
1870	0.03167539794
1871	0.03165167468
1872	0.03162738663
1873	0.03159775708
1874	0.03158733204
1875	0.03156855374
1876	0.03155570759
1877	0.03152868668
1878	0.03151855591
1879	0.03149075112
1880	0.03143662646
1881	0.03138462994
1882	0.0313576341
1883	0.03132724966
1884	0.03129271689
1885	0.031283398
1886	0.03125937952
1887	0.03123682852
1888	0.0312171031
1889	0.0311879198
1890	0.03109226024
1891	0.03107892907
1892	0.0310725955
1893	0.0310489793
1894	0.03099924724
1895	0.03094554601
1896	0.03093669077
1897	0.0309282632
1898	0.0309101366
1899	0.03091013526
1900	0.03089835025
1901	0.03086899758
1902	0.0308422993
1903	0.03082664539
1904	0.03080157181
1905	0.03079509104
1906	0.03076507205
1907	0.03073671892
1908	0.03071789077
1909	0.03070088778
1910	0.03069655796
1911	0.03067318222
1912	0.03064011627
1913	0.03057979583
1914	0.03054236825
1915	0.03052860733
1916	0.03051515484
1917	0.03048994852
1918	0.0304498987
1919	0.03039939467
1920	0.03038586562
1921	0.03038116661
1922	0.03035539501
1923	0.03033180892
1924	0.03032554711
1925	0.03026889301
1926	0.03025639017
1927	0.03021375872
1928	0.03019798115
1929	0.03018415999
1930	0.03014845256
1931	0.03010880883
1932	0.03006538225
1933	0.03005803642
1934	0.03004382375
1935	0.0300182019
1936	0.02999691624
1937	0.02995799808
1938	0.02994612697
1939	0.0298793863
1940	0.02981485898
1941	0.02979947657
1942	0.02976893501
1943	0.02975740606
1944	0.02975181567
1945	0.02974407434
1946	0.02971730829
1947	0.02970050005
1948	0.02969441014
1949	0.02967375435
1950	0.02963801647
1951	0.02962051595
1952	0.02957968215
1953	0.02954766754
1954	0.02951726921
1955	0.0295169038
1956	0.02943899989
1957	0.02940921893
1958	0.02939864171
1959	0.02939835972
1960	0.02936837772
1961	0.02935016574
1962	0.02934005417
1963	0.02932151556
1964	0.02930066766
1965	0.02927124234
1966	0.02924247373
1967	0.0292201048
1968	0.02917793972
1969	0.02912917285
1970	0.02911742414
1971	0.0291150819
1972	0.02907885554
1973	0.02905297598
1974	0.0290308742
1975	0.02900609178
1976	0.02898815579
1977	0.02896127625
1978	0.02894900748
1979	0.0289149299
1980	0.0288703486
1981	0.02884618547
1982	0.02882551027
1983	0.02881547678
1984	0.02879342233
1985	0.0287907833
