iter	Logloss
587	0.1086268728
588	0.1085212656
589	0.1084821535
590	0.1083402811
591	0.1083305555
592	0.1082178002
593	0.1080897177
594	0.1079360062
595	0.1078478274
596	0.1075227713
597	0.1074877395
598	0.1074299134
599	0.1073831198
600	0.1073629308
601	0.1071340059
602	0.1070575824
603	0.1068290082
604	0.1066881515
605	0.1066349698
606	0.1066023696
607	0.1062634873
608	0.1061246969
609	0.1059316377
610	0.1058031925
611	0.1057544119
612	0.1056866491
613	0.1056348643
614	0.1055758259
615	0.1054250642
616	0.1053692001
617	0.1051445718
618	0.1049633584
619	0.1049328863
620	0.1047059378
621	0.1046468772
622	0.1044682206
623	0.1043390578
624	0.1041450122
625	0.1040199402
626	0.1038952891
627	0.1038349652
628	0.1037859914
629	0.1036898054
630	0.1035405328
631	0.1033942941
632	0.103267494
633	0.1030445402
634	0.1029975752
635	0.10292624
636	0.1028788028
637	0.1028138729
638	0.102775121
639	0.1027409533
640	0.1026557451
641	0.1025574474
642	0.1024560516
643	0.1023532168
644	0.1021834938
645	0.1021560606
646	0.1019985819
647	0.1019594933
648	0.1018752726
649	0.1018052341
650	0.10164542
651	0.1015997528
652	0.1015444348
653	0.1013527421
654	0.1012265074
655	0.1011889716
656	0.1011065927
657	0.1009887761
658	0.1008508443
659	0.1006498748
660	0.1003421091
661	0.1002316031
662	0.1000994288
663	0.1000414072
664	0.09986558467
665	0.0997768661
666	0.09961802865
667	0.09945401737
668	0.09938161779
669	0.09929616885
670	0.09902384124
671	0.09899632668
672	0.09893715124
673	0.09882662506
674	0.09870271086
675	0.09862974172
676	0.09848223975
677	0.0984134872
678	0.09831252457
679	0.09812789672
680	0.09797889066
681	0.09795528267
682	0.09778417635
683	0.0977362833
684	0.09747651382
685	0.0974293773
686	0.09728571878
687	0.09704722825
688	0.09702327058
689	0.0969936489
690	0.09691593916
691	0.09676664692
692	0.09668006336
693	0.09658914368
694	0.09645733285
695	0.0964126282
696	0.0962550425
697	0.09615142601
698	0.09613293449
699	0.0960790401
700	0.09607254194
701	0.09597246191
702	0.09588783348
703	0.09561708799
704	0.09561088759
705	0.09547831808
706	0.09535237732
707	0.09525770147
708	0.09501205151
709	0.09491894388
710	0.09482537282
711	0.09471510914
712	0.09460143346
713	0.09440554839
714	0.09437764956
715	0.09434450199
716	0.09412286364
717	0.09398479867
718	0.09392936114
719	0.09379402697
720	0.09368054482
721	0.09356926131
722	0.09344129778
723	0.09341497289
724	0.09324838729
725	0.0932332464
726	0.09310537954
727	0.09306724444
728	0.09300259024
729	0.09297457038
730	0.09285940265
731	0.09272365858
732	0.09267740115
733	0.09262913194
734	0.09248105208
735	0.09244657517
736	0.09232372674
737	0.09227177698
738	0.09214520502
739	0.09207936997
740	0.09190744708
741	0.09182062054
742	0.0917067942
743	0.09168325469
744	0.0914468698
745	0.09139358499
746	0.0913065552
747	0.09124737962
748	0.09112475232
749	0.09101356925
750	0.09087713674
751	0.09081284151
752	0.09069871851
753	0.09062753334
754	0.09042537158
755	0.0902974178
756	0.0902653167
757	0.09008760303
758	0.0899502774
759	0.08983349589
760	0.08980889495
761	0.08975403162
762	0.08959965025
763	0.08955321907
764	0.08946440368
765	0.08938112446
766	0.08935427314
767	0.08930792884
768	0.08920901785
769	0.08911164989
770	0.08908055742
771	0.08894786072
772	0.08889977914
773	0.08870528936
774	0.08850457427
775	0.088432625
776	0.08832166181
777	0.08827161435
778	0.08818440853
779	0.08808851518
780	0.08803673234
781	0.08788551263
782	0.08782071345
783	0.08778149035
784	0.08764400335
785	0.08749589803
786	0.08745888594
787	0.08728366436
788	0.08718385552
789	0.08710872411
790	0.08688043787
791	0.08672911434
792	0.0866339991
793	0.08651619532
794	0.08646963338
795	0.0863830556
796	0.08634706129
797	0.08628264354
798	0.08618860373
799	0.08615104113
800	0.08608943968
801	0.08599153707
802	0.08592794822
803	0.08584316882
804	0.08570082896
805	0.08569115015
806	0.0855134384
807	0.08544492236
808	0.08539290248
809	0.08525010869
810	0.08519732148
811	0.08515173477
812	0.08514837692
813	0.08509353734
814	0.0850030423
815	0.08492398798
816	0.08486624165
817	0.08467689545
818	0.08464895577
819	0.08459654905
820	0.08446199227
821	0.08440122523
822	0.08437718884
823	0.08436302082
824	0.08428663055
825	0.08422127087
826	0.08413597612
827	0.08397860532
828	0.08387100412
829	0.08381539384
830	0.0836952101
831	0.08364721903
832	0.08349151793
833	0.08348101549
834	0.08338347196
835	0.08326743421
836	0.08320717878
837	0.08312695817
838	0.08301783811
839	0.08299625875
840	0.08298466317
841	0.08289540056
842	0.08262758214
843	0.08250280857
844	0.08243405734
845	0.08240183141
846	0.08235486013
847	0.08232789712
848	0.08230840565
849	0.08224855423
850	0.0821671129
851	0.08208569968
852	0.0820124724
853	0.08192099036
854	0.08185845499
855	0.08165160221
856	0.08154230082
857	0.08151907295
858	0.08137774518
859	0.08132493069
860	0.08123060353
861	0.08111178789
862	0.08099998142
863	0.0807853045
864	0.08074047394
865	0.08069120888
866	0.08065732456
867	0.08052950034
868	0.08049738841
869	0.08047478293
870	0.0804236961
871	0.08023042382
872	0.08020537008
873	0.08006998282
874	0.08002786238
875	0.0798462958
876	0.07975904808
877	0.0796765158
878	0.07966266374
879	0.07959401413
880	0.07949684474
881	0.07946665906
882	0.0793808739
883	0.07937058081
884	0.07928696774
885	0.07925566383
886	0.07919125943
887	0.07909611514
888	0.07901815179
889	0.07897451817
890	0.0788637085
891	0.07863913383
892	0.0785170378
893	0.07849241343
894	0.07845170096
895	0.07835723899
896	0.078253747
897	0.07820523351
898	0.0781800321
899	0.07804383234
900	0.07793736224
901	0.07792664831
902	0.07786680433
903	0.07783051299
904	0.07775380524
905	0.07767512432
906	0.07746619113
907	0.0774096595
908	0.07739992339
909	0.0773680405
910	0.07731767719
911	0.0772756961
912	0.07724314788
913	0.0772119563
914	0.07719985613
915	0.07717314618
916	0.07710041162
917	0.07708936316
918	0.07704903572
919	0.07693369937
920	0.07687155618
921	0.07680805016
922	0.07677028179
923	0.07660169995
924	0.07658455711
925	0.0765722243
926	0.07653938577
927	0.07647802245
928	0.07644744453
929	0.0763775537
930	0.07635471207
931	0.07633956075
932	0.07623058987
933	0.07620353812
934	0.07612556725
935	0.07607706904
936	0.07604100906
937	0.07600107976
938	0.07593126514
939	0.07589691401
940	0.07579945813
941	0.07561559369
942	0.07553544626
943	0.07548277238
944	0.075430424
945	0.07535775273
946	0.07531261676
947	0.07528747021
948	0.07525674798
949	0.07524497435
950	0.07516101127
951	0.0749707677
952	0.07493667212
953	0.07483556743
954	0.07472593811
955	0.07452560596
956	0.07413043781
957	0.07411714384
958	0.07402700845
959	0.07391855294
960	0.07380766117
961	0.07371930779
962	0.07356629246
963	0.07346511553
964	0.07335469408
965	0.07327521372
966	0.07313204878
967	0.07307834372
968	0.07292527084
969	0.07281380781
970	0.07274793055
971	0.07264004475
972	0.07253673975
973	0.07240527004
974	0.07234795296
975	0.07225015444
976	0.07218177793
977	0.07212800913
978	0.07206155849
979	0.07193675683
980	0.07187010992
981	0.07183075166
982	0.07180800703
983	0.07177563163
984	0.07165478387
985	0.071626415
986	0.07158582794
987	0.07144502989
988	0.07135384755
989	0.07126344969
990	0.07121638311
991	0.07116075497
992	0.07106332285
993	0.07091103751
994	0.07085234533
995	0.07069437881
996	0.07061441456
997	0.07048153896
998	0.07042034152
999	0.07032310803
1000	0.0702680963
1001	0.07020736188
1002	0.07018795729
1003	0.07005816758
1004	0.06999184216
1005	0.06990600105
1006	0.06969665305
1007	0.06951160281
1008	0.06948100301
1009	0.06943892632
1010	0.06931216979
1011	0.06925499008
1012	0.069196034
1013	0.06901548758
1014	0.0689445477
1015	0.06885561992
1016	0.06884186333
1017	0.06881368922
1018	0.06877568551
1019	0.06874638343
1020	0.06871519506
1021	0.0685812051
1022	0.06853046347
1023	0.06837851642
1024	0.0683145786
1025	0.0682911819
1026	0.06826143778
1027	0.06820097467
1028	0.06807489698
1029	0.06797632683
1030	0.06796028183
1031	0.06794502156
1032	0.06786136513
1033	0.06777985051
1034	0.06761026353
1035	0.06744445411
1036	0.0673326003
1037	0.06720635026
1038	0.06719164198
1039	0.06714388706
1040	0.0670929633
1041	0.06708110647
1042	0.06702840908
1043	0.06692016076
1044	0.06674462277
1045	0.06673632379
1046	0.06669474758
1047	0.06662058483
1048	0.06656397578
1049	0.06645044856
1050	0.06634045186
1051	0.06630162172
1052	0.06627431626
1053	0.06621844934
1054	0.06616887967
1055	0.06612895074
1056	0.06606899294
1057	0.06606357207
1058	0.06595191525
1059	0.0658908119
1060	0.06587734854
1061	0.0658489801
1062	0.06574503708
1063	0.06571780153
1064	0.06570136074
1065	0.06564240293
1066	0.06553237587
1067	0.06550695017
1068	0.0654774291
1069	0.06546640724
1070	0.06542712137
1071	0.06534033128
1072	0.06531623715
1073	0.06522306679
1074	0.06513334346
1075	0.06497871463
1076	0.0648410848
1077	0.06475422852
1078	0.06471458469
1079	0.06467439053
1080	0.06462854893
1081	0.06458620427
1082	0.06456349158
1083	0.06453475875
1084	0.06437521748
1085	0.06431323936
1086	0.06419902753
1087	0.06407287178
1088	0.06403193409
1089	0.06391168385
1090	0.06388707993
1091	0.06382776035
1092	0.06374986851
1093	0.06368351771
1094	0.06361579414
1095	0.06355319317
1096	0.06353213299
1097	0.06351970141
1098	0.06350694531
1099	0.06338835711
1100	0.06332411295
1101	0.06326276304
1102	0.06320706088
1103	0.0631612578
1104	0.06311971746
1105	0.0630919635
1106	0.0630030184
1107	0.06299113227
1108	0.06296751428
1109	0.06293670764
1110	0.06282414144
1111	0.06278052405
1112	0.06274989829
1113	0.06270961996
1114	0.06268194524
1115	0.06264036246
1116	0.06263344681
1117	0.06262000193
1118	0.06259379061
1119	0.06258641045
1120	0.06252992866
1121	0.0624661531
1122	0.06233460226
1123	0.06225977576
1124	0.06222290929
1125	0.06217752065
1126	0.06215351041
1127	0.06205441631
1128	0.06197847275
1129	0.06195467287
1130	0.06189693624
1131	0.06187241031
1132	0.06176123361
1133	0.06169232734
1134	0.06167225996
1135	0.06156601623
1136	0.0615411198
1137	0.06150880618
1138	0.06147178529
1139	0.06144631777
1140	0.06133201927
1141	0.06130047558
1142	0.06123129514
1143	0.06118213585
1144	0.06110073221
1145	0.0610955054
1146	0.06108377937
1147	0.06104704722
1148	0.0610035323
1149	0.06097966959
1150	0.06092990392
1151	0.06089893632
1152	0.06083181709
1153	0.06079211134
1154	0.0607215029
1155	0.06063591254
1156	0.06061017316
1157	0.06053117847
1158	0.06041080376
1159	0.06035262623
1160	0.06027093509
1161	0.06022097172
1162	0.06016986863
1163	0.06006472813
1164	0.06002964274
1165	0.05997293994
1166	0.0599038908
1167	0.05986282901
1168	0.05980961402
1169	0.0597296171
1170	0.05968583598
1171	0.05964756413
1172	0.05954789462
1173	0.05950311542
1174	0.0594702308
1175	0.05940930125
1176	0.05930756777
1177	0.05923475979
1178	0.0592246002
1179	0.05916845405
1180	0.05912908187
1181	0.05909933894
1182	0.05906018619
1183	0.05903076128
1184	0.05902197722
1185	0.05894223347
1186	0.05887260912
1187	0.05880970004
1188	0.05875467698
1189	0.05870363248
1190	0.05867068313
1191	0.05863567636
1192	0.05859037769
1193	0.05857348839
1194	0.05856170049
1195	0.05842796047
1196	0.05841593848
1197	0.05841285658
1198	0.05837095477
1199	0.05830164802
1200	0.05826824478
1201	0.05817956652
1202	0.05813301045
1203	0.05810194825
1204	0.05804917953
1205	0.05802463211
1206	0.05796235747
1207	0.05794482234
1208	0.05788825384
1209	0.05786594404
1210	0.05784163743
1211	0.05777401128
1212	0.05768546781
1213	0.05763477095
1214	0.05758369455
1215	0.05754814722
1216	0.05751574577
1217	0.05748367927
1218	0.05741318272
1219	0.0573924559
1220	0.05736387277
1221	0.05732724625
1222	0.05728027627
1223	0.05725965866
1224	0.0572276811
1225	0.05714901253
1226	0.05712523116
1227	0.05707598898
1228	0.05700260982
1229	0.05694270819
1230	0.05688177798
1231	0.05684105633
1232	0.05681768272
1233	0.05677256908
1234	0.05674961498
1235	0.05661593414
1236	0.05655133241
1237	0.0564214065
1238	0.05635620259
1239	0.05631277112
1240	0.05630118754
1241	0.05626778351
1242	0.05606481981
1243	0.05603073001
1244	0.05598696739
1245	0.05595446239
1246	0.05585781413
1247	0.05584044328
1248	0.05577550369
1249	0.05573351526
1250	0.05568924823
1251	0.05557981306
1252	0.05552376393
1253	0.05541951824
1254	0.05538145919
1255	0.05531972132
1256	0.05531341826
1257	0.05521721998
1258	0.05516218909
1259	0.05512714305
1260	0.05504587082
1261	0.05503020151
1262	0.05499717715
1263	0.05487345537
1264	0.05483106898
1265	0.0547896955
1266	0.0547481401
1267	0.05469248997
1268	0.05465980781
1269	0.05462841658
1270	0.0544444768
1271	0.05439935694
1272	0.05435902143
1273	0.05424100318
1274	0.05418028227
1275	0.05414921161
1276	0.05410414978
1277	0.05406548132
1278	0.05398662991
1279	0.05392812146
1280	0.05391820994
1281	0.05374540774
1282	0.05367957249
1283	0.05363185714
1284	0.05360830068
1285	0.05353686153
1286	0.05349947502
1287	0.05346514432
1288	0.05337717457
1289	0.05333894027
1290	0.05332090769
1291	0.05329268151
1292	0.05326372231
1293	0.05321644696
1294	0.05320600524
1295	0.0531748498
1296	0.05315619156
1297	0.05304148451
1298	0.05300660716
1299	0.0529749128
1300	0.05296567491
1301	0.05289395931
1302	0.0528423041
1303	0.05282862851
1304	0.05275966647
1305	0.05262046903
1306	0.05259043207
1307	0.05254754494
1308	0.05252795404
1309	0.05248842319
1310	0.05246607129
1311	0.05244823969
1312	0.05241278406
1313	0.05236647129
1314	0.05227023043
1315	0.05214130603
1316	0.05207731742
1317	0.05207479061
1318	0.0520469745
1319	0.05198919991
1320	0.05189767003
1321	0.05182073135
1322	0.05178498566
1323	0.05172017499
1324	0.05170489784
1325	0.05166322512
1326	0.05161030902
1327	0.05158135786
1328	0.05155804387
1329	0.05153013577
1330	0.05141473026
1331	0.05136730626
1332	0.05126571473
1333	0.05119011419
1334	0.05116510722
1335	0.0511537073
1336	0.05111993574
1337	0.05110005445
1338	0.0510211381
1339	0.05095066046
1340	0.05090364984
1341	0.05087373233
1342	0.05085471967
1343	0.05079557847
1344	0.05077397894
1345	0.05072810412
1346	0.05067608176
1347	0.05058786315
1348	0.05050624858
1349	0.05039022434
1350	0.05037213568
1351	0.05033710143
1352	0.05029491617
1353	0.05027106229
1354	0.05021468291
1355	0.05019371561
1356	0.05016177105
1357	0.05010447534
1358	0.05001716644
1359	0.05000417595
1360	0.0499270614
1361	0.04982417714
1362	0.0498122879
1363	0.04979102695
1364	0.04978273079
1365	0.04976363305
1366	0.04974060411
1367	0.0496840101
1368	0.04961486271
1369	0.04958253667
1370	0.04953765617
1371	0.04953437653
1372	0.04940994111
1373	0.04936140235
1374	0.04928723595
1375	0.04924649506
1376	0.04920359652
1377	0.04909376446
1378	0.04904336385
1379	0.04898927587
1380	0.04890384212
1381	0.04888450368
1382	0.04884865054
1383	0.04883933182
1384	0.04881152772
1385	0.04878061599
1386	0.04873105875
1387	0.04864388422
1388	0.04860406766
1389	0.04851913769
1390	0.04849884714
1391	0.0484194305
1392	0.04840566055
1393	0.04837983229
1394	0.04832843856
1395	0.04832669534
1396	0.04829452736
1397	0.04825741582
1398	0.04823530417
1399	0.04820680756
1400	0.0481180728
1401	0.04805429142
1402	0.04802962297
1403	0.0480202676
1404	0.0479900187
1405	0.04797537824
1406	0.04793170371
1407	0.0478518222
1408	0.04784299643
1409	0.04782916271
1410	0.04777705009
1411	0.04774518195
1412	0.04767134006
1413	0.04755282369
1414	0.04752758417
1415	0.0475162579
1416	0.04744157748
1417	0.0473620335
1418	0.04736091022
1419	0.04735145178
1420	0.04732832588
1421	0.04731271565
1422	0.04727214266
1423	0.04726490087
1424	0.04724889088
1425	0.04719428208
1426	0.04714433028
1427	0.04712311719
1428	0.04710045889
1429	0.04707076216
1430	0.0470247414
1431	0.04687791014
1432	0.04682422363
1433	0.04675405425
1434	0.04673099521
1435	0.04663484478
1436	0.0466005047
1437	0.04650131394
1438	0.0464816702
1439	0.04645321843
1440	0.04637952147
1441	0.04635206095
1442	0.04631941226
1443	0.04630912069
1444	0.04629891578
1445	0.04626048115
1446	0.04615613587
1447	0.04615070287
1448	0.04614120014
1449	0.04611212263
1450	0.04609246664
1451	0.04605111581
1452	0.04600452118
1453	0.04597070573
1454	0.04591603447
1455	0.04588515165
1456	0.04586853211
1457	0.04582815698
1458	0.04576165905
1459	0.04575731556
1460	0.04570156447
1461	0.04565955871
1462	0.04560378649
1463	0.04557102751
1464	0.04554000444
1465	0.04545763138
1466	0.04542831165
1467	0.04540192146
1468	0.04537975187
1469	0.04537774318
1470	0.04537000102
1471	0.04535324985
1472	0.04534057396
1473	0.04529831647
1474	0.04518613212
1475	0.04518201238
1476	0.04514586705
1477	0.04503133187
1478	0.04498544481
1479	0.04495824669
1480	0.04495683786
1481	0.04492110921
1482	0.04490064156
1483	0.04478487166
1484	0.04477898265
1485	0.04475358595
1486	0.04466257229
1487	0.04463396614
1488	0.04457834267
1489	0.04455442576
1490	0.04452479421
1491	0.04451943821
1492	0.04447842499
1493	0.04446115877
1494	0.04439607301
1495	0.04434790435
1496	0.04432125391
1497	0.04428496007
1498	0.04425691369
1499	0.04424989276
1500	0.04414908388
1501	0.04408754946
1502	0.04408022233
1503	0.044001673
